section_info,question_text,answer_text,views_info,date,link1
Turli savollar,"Assalom alaykum! Men 4 yil avval bir insondan 70 ming so'm qarzdor bo'lib qoldim. Hozir qarzimni uzmoqchiman, ammo 4 yil oldingi 70 ming bilan hozirgi 70 ming so'm qadri orasida farq bor, men qarzimni qanday uzishim kerak. Oldindan rahmat","Va alaykum assalom! Ibn Kab, Ibn Masud va Ibn Abbos roziyallohu anhumlarning barchasi foyda keltiradigan qarzdan qaytargani rivoyat qilinadi, chunki qarz rahm-shafqat va Allohga qurbat hosil qilish aqdi bo'lib, unga qo'shimcha foyda shart qilinadigan bo'lsa, ko'zlangan maqsad hosil bo'lmay qoladi. Musulmon odam buni bilishi, undan saqlanishi hamda qarz va boshqa solih amallarda niyatni xolis qilishi lozim bo'ladi. Qarz muomalasidan maqsad moddiy o'sish emas, balki manaviy taraqqiyot, Allohga muqarrab bo'lishdir. Qarzda muhtojning hojatini chiqarib, berganining mislinigina qaytarib olish ko'zda tutiladi. Agar mo'min shu maqsadda qarz beradigan bo'lsa, Alloh uning moliga baraka berib, ko'paytiradi va poklaydi.Yuqorida aytib o'tganimizdek, foydani ko'zlab qarz berish joiz emas. Lekin foyda shart qilinmay yoki urfga kirmay, qarz olgan odam qarzni chiroyli ado qilish manosida olgan qarziga o'z ixtiyori bilan biron narsa qo'shimcha qilsa, bu yaxshidir.Jobir ibn Abdulloh roziyallohu anhumodan rivoyat qilinadi: «Rasululloh sollallohu alayhi vasallamning mendan qarzlari bor edi. U zot menga haqqimni qaytarib, ziyoda ham qilib berdilar.Buxoriy rivoyat qilgan.( http://fiqh.uz/index.php/ibodat/moliya/qarz/645-arz-olish-yakhshimi-joki-jomon )Abu hurayra roziyallohu anhudan rivoyat qilinadi : Bir kishining Nabiy sollallohu alayhi vasallamda malum bir yoshda bo'lgan tuya haqqi bor edi. Rosululloh sollallohu alayhi vasallamdan uni so'rab keldi. U zot sollallohu alayhi vasallam “Haqqini beringlar” dedilar. Sahobalar u bergan yoshdagi tuyani topa olmadilar. Tuyaning u berganidan yoshi kattaroq bo'lgani bor ekan. Shunda Rosululloh sollallohu alayhi vasallam “Osha yoshi kattasini beraveringlar” dedilar. Haqdor “Menga oshirib berdingiz, sizga ham Alloh oshirib bersin” dedi. Shunda Nabiy sollallohu alayhi vasallam : “Sizlarning yaxshilariningiz qarzlarini ado qilishda yaxshi bo'laganlaringizdir” dedilar. (As-Sunanul Kubro).Olgan 70.000 evaziga 70.000 berish zimmangizga vojib, lekin o'sha vaqtdagi qadri bo'lgan qiymatni bersangiz, insofdan bo'lar edi. Vallohu alam.",2521,02.09.2015,http://fiqh.uz/index.php/ibodat/moliya/qarz/645-arz-olish-yakhshimi-joki-jomon
Turli savollar,"Assalomu alaykum! Musiqa, qo'shiq tinglash va uni baravariga takrorlash yoki yodlab olish, qo'shiqchilarga homiylik qilish mumkinmi? Diniy musiqalarni aytish ham mumkinmi?",Va alaykum assalom!http://savollar.islom.uz/savol-21706/http://savollar.islom.uz/savol-7049/,8253,25.08.2015,http://savollar.islom.uz/savol-21706/http://savollar.islom.uz/savol-7049/
Namoz,"Assalomu alaykum! Jamoat namozining oxirgi o'tirishida tahorati ketsa, namozxon masjiddan chiqmay, tasbeh aytib duoga qo'l ochib o'tirish mumkinmi?",Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=33630.0http://savollar.islom.uz/smf/index.php?topic=9018http://savollar.islom.uz/savol-19849/,2710,25.08.2015,http://savollar.islom.uz/smf/index.php?topic=33630.0http://savollar.islom.uz/smf/index.php?topic=9018http://savollar.islom.uz/savol-19849/
Turli savollar,Assalomu alaykum! Bilamiz spirtli ichimliklarni istemol qilsa qirq kungacha iymon ketadi. Sigaret chekkanda ham shunday bo'ladimi? Sigaret harommi makruhmi? Aniq bir narsani bilmay harom desa kufr bo'ladimi?,Va alaykum assalom! http://savollar.islom.uz/smf/index.php?topic=27463.0,3125,25.08.2015,http://savollar.islom.uz/smf/index.php?topic=27463.0
Haj va umra,Assalomu alaykum! Bu yil haj ibodatini bajarishga o'g'lim turmush o'rtog'im va men otlanmoqdamiz. Men ayol kishi bo'lganim sababli hayzni kechiktiruvchi dori ichishni tavsiya qilishmoqda ichsam joizmi?,Va alaykum assalom! Bo'ladi.http://savollar.islom.uz/smf/index.php?topic=24961,2331,25.08.2015,http://savollar.islom.uz/smf/index.php?topic=24961
Namoz,Assalamu alaykum! Hurmatli ustozlar. Tunda chiroq bilan xufton yoki qazo namozini o'qiyotganimda gohida chiroq o'chib qoladi va sajda ko'rinmaydi. Shu payt namozni davom ettirish joizmi? Savolim noo'rin bo'lsa uzr so'rayman. Javob uchun oldindan rahmat.,Va alaykum assalom! http://savollar.islom.uz/savol-26432/,3330,25.08.2015,http://savollar.islom.uz/savol-26432/
Turli savollar,"Assalomu alaykum! ""Abd"" artikli “banda, quli” degan manoni anglatadi deganni o'qib qolgandim. Bu artikl faqat Alloh taolo ismlariga qo'shiladimi? Abdurasul degan ism qo'yish joizmi?",Va alaykum assalom! “Abdu” faqat Allohning ism va sifatlariga qo'shilib aytiladi. Abdurosul deb ism qo'yish joiz emas.http://savollar.islom.uz/smf/index.php?topic=19465http://savollar.islom.uz/smf/index.php?topic=19781,3881,25.08.2015,http://savollar.islom.uz/smf/index.php?topic=19465http://savollar.islom.uz/smf/index.php?topic=19781
Turli savollar,"Assalomu alaykum! 1). Bozorlarga ustbosh olgani borsak bazida savdogarlar o'zida yo'q narsani sherigidan olib kelib sotadi. Mana shunday savdo durustmi? 2). Savdogar odam ishchi tariqasida bir odamni ishga olsa, shimnimi yoki ko'ylaknimi “yuz so'mdan oshgani seniki” deb kelishsa, mana shu ishchi bilan ishga qabul qilgan odamni kelishuvi durust bo'ladimi? Savoldagi xato va kamchiliklar uchun uzr so'rayman, javobingiz uchun kattadan katta rahmat.","Va alaykum assalom! 1). http://fiqh.uz/index.php/ibodat/moliya/savdo/224-molni-lga-olmasdan-sotish 2). “yuz so'mdan oshgani seniki” deb kelishish joiz emas. Buni fosid ijara deyiladi. Mabodo “105 so'mga sot, 5 so'm ish haqqing, undan oshig'i ham seniki” desa joiz. Vallohu alam.",2029,27.08.2015,http://fiqh.uz/index.php/ibodat/moliya/savdo/224-molni-lga-olmasdan-sotish
Tahorat,"Assalamu alaykum! Ustozlar Allohim jonlaringizni omon qilsin. Savol hozir yoz payti bo'lgani uchunmi, yoki ishlaganim uchunmi tahorat olayotgan paytimda burnim qonab ketadi, keyin men yana boshqatdan tahorat olaman. Bu holat hozirgi paytda ko'p bo'lib turibdi. Shu holat doimiy bo'lsa tahoratni boshqadan olmasam bo'ladmi yoki qonni to'xtatib tahoratni boshqattan olib yurganim yaxshimi? Savolim takroriy yoki noo'rin bo'lsa uzr so'rayman. Oldindan katta rahmat",Va alaykum assalom! Har bir farz namoziga qonni to'xtatib yangi tahorat olasiz. Qolgan namozlarga esa sohibi uzr masalasiga qarang.http://fiqh.uz/index.php/ibodat/toharat-poklik/586-so-ibi-uzVallohu alam.,2699,10.08.2015,http://fiqh.uz/index.php/ibodat/toharat-poklik/586-so-ibi-uzVallohu
Turli savollar,Assalomu alaykum! Men sizlarga birinchi bor xat yo'llashim. Avvalam bor tashakkur bildirmoqchiman Hazratning ishlarini davom ettirayotganingizdan juda ham xursandman. Farzandlaringizga Rosululloh sollallohu alayhi vasallam va u kishining oilalarini yaxshi ko'rishni o'rgating mazmunidagi hadisni ko'p eshitganman. Lekin unga qanday amal qilinadi? Hali balog'at yoshiga etmagan farzandlarimizga Payg'ambarimiz sollallohu alayhi vasallamning siyratlarini o'qib beramizmi yoki ular tushunadigan boshqa uslub bormi? Shu haqida to'liq malumot topolmadim.,Va alaykum assalom! http://muslimaat.uz/rasulullohga-muhabbat/Vallohu alam.,2321,10.08.2015,http://muslimaat.uz/rasulullohga-muhabbat/Vallohu
Tahorat,"Assalomu alaykum! G'usl vojib bo'lib, oradan 1 kun o'tkazilib g'usl qilsa bo'ladimi? Masalan kechasi g'usl vojib bo'ldiyu ertalab turib g'usl qildi. Shunday qilish joizmi?",Va alaykum assalom! http://savollar.islom.uz/smf/index.php?topic=17489.0,3213,22.08.2015,http://savollar.islom.uz/smf/index.php?topic=17489.0
Turli savollar,Assalamu alaykum! Ustozlar Allohim jonlaringizni omon kilsin. Ozining yo'lida qilayotgan ezgu ishlaringizga ajru savoblar ato etsin. Savol qizil kurtka yoki futbolka yoki shunga o'xshash liboslarni kiysa yoki o'sha libosda namoz o'qisa bo'ladimi?,Va alaykum assalom! http://savollar.islom.uz/smf/index.php?topic=15540.0,3862,22.08.2015,http://savollar.islom.uz/smf/index.php?topic=15540.0
